LDA_Component_1;LDA_Component_2;type;id_code
26.892.762.616.863.700;-0.6315071353299608;Normal;aa381cb2abd2_preprocessed.png
26.892.762.616.862.600;-0.6315071353300108;Normal;aa60bff84a4c_preprocessed.png
268.927.626.168.729;-0.6315071353301112;Normal;aa7e34315323_preprocessed.png
-9.873.542.715.442.260;-3.089.031.247.567.500;Moderate;aaa2cf8d02ef_preprocessed.png
-3.598.519.965.732.760;17.361.260.465.018.000;Mild;aabeb044a306_preprocessed.png
2.689.276.261.686.770;-0.631507135330128;Normal;aad278dd0f28_preprocessed.png
-9.873.542.715.442.490;-30.890.312.475.674.300;Moderate;aad8225d1252_preprocessed.png
-9.873.542.715.442.570;-3.089.031.247.567.280;Moderate;aad86eddfe58_preprocessed.png
-9.873.542.715.442.620;-30.890.312.475.672.600;Moderate;ab1fc7f40d64_preprocessed.png
2.689.276.261.686.610;-0.6315071353301702;Normal;ab20ac20337a_preprocessed.png
268.927.626.168.641;-0.6315071353300357;Normal;ab27ad586cce_preprocessed.png
268.927.626.168.666;-0.6315071353304065;Normal;ab2daf10fd97_preprocessed.png
26.892.762.616.867.300;-0.6315071353301511;Normal;ab3050f000f5_preprocessed.png
0.5466969186733368;-2.971.546.192.841.030;Proliferative;ab49679c489a_preprocessed.png
26.892.762.616.863.700;-0.6315071353298807;Normal;ab51d81bb302_preprocessed.png
-987.354.271.544.252;-30.890.312.475.674.300;Moderate;ab59dfa8dfa2_preprocessed.png
2.689.276.261.686.470;-0.6315071353299615;Normal;ab6a3748da27_preprocessed.png
26.892.762.616.868.600;-0.6315071353301307;Normal;ab796d05745b_preprocessed.png
-987.354.271.544.259;-30.890.312.475.674.900;Moderate;ab7acf4fcbf0_preprocessed.png
-35.985.199.657.323.400;17.361.260.465.018.300;Mild;abd5b64eb7c8_preprocessed.png
2.689.276.261.686.720;-0.6315071353300064;Normal;abd992633744_preprocessed.png
26.892.762.616.867.000;-0.6315071353298931;Normal;ac1ead3c51c6_preprocessed.png
26.892.762.616.861.800;-0.6315071353300499;Normal;ac601d2e714d_preprocessed.png
26.892.762.616.867.200;-0.6315071353301074;Normal;ac65fb85276d_preprocessed.png
-9.873.542.715.442.770;-30.890.312.475.673.200;Moderate;ac6c7462887b_preprocessed.png
-9.873.542.715.442.710;-30.890.312.475.673.000;Moderate;ac93ddd2c5a7_preprocessed.png
2.689.276.261.686.280;-0.6315071353300441;Normal;acb0e59ebfcd_preprocessed.png
-9.873.542.715.442.470;-30.890.312.475.672.900;Moderate;acb732e347c0_preprocessed.png
-9.873.542.715.442.340;-30.890.312.475.671.900;Moderate;acd52452b9a2_preprocessed.png
5.154.288.518.982.170;-0.5373155060166266;Severe;acd5ea4e65ee_preprocessed.png
2.689.276.261.686.450;-0.6315071353300605;Normal;ad13303b17c9_preprocessed.png
515.428.851.898.267;-0.5373155060165931;Severe;ad1cbd4b97ad_preprocessed.png
-9.873.542.715.442.880;-30.890.312.475.673.800;Moderate;ad225d153500_preprocessed.png
-35.985.199.657.326.900;17.361.260.465.018.300;Mild;ad24860aee94_preprocessed.png
26.892.762.616.867.700;-0.6315071353302759;Normal;ad25a4f5beba_preprocessed.png
-9.873.542.715.442.080;-3.089.031.247.567.210;Moderate;ad4c27a10804_preprocessed.png
-9.873.542.715.442.400;-30.890.312.475.674.100;Moderate;ad7675128e0c_preprocessed.png
-3.598.519.965.732.950;17.361.260.465.018.500;Mild;ad893b080457_preprocessed.png
268.927.626.168.666;-0.6315071353300066;Normal;adb38b7630c7_preprocessed.png
26.892.762.616.861.800;-0.6315071353298927;Normal;ade59f8a4564_preprocessed.png
-3.598.519.965.733.000;17.361.260.465.018.400;Mild;ae1cc896a422_preprocessed.png
0.5466969186732403;-2.971.546.192.840.910;Proliferative;ae23bd4b0b57_preprocessed.png
-35.985.199.657.329.600;17.361.260.465.018.400;Mild;ae2fda60811b_preprocessed.png
2.689.276.261.686.230;-0.6315071353301307;Normal;ae307e24355b_preprocessed.png
2.689.276.261.686.630;-0.6315071353301667;Normal;ae39a208b180_preprocessed.png
-9.873.542.715.442.270;-3.089.031.247.567.220;Moderate;ae3ab8ac036c_preprocessed.png
26.892.762.616.863.000;-0.6315071353300725;Normal;ae43fbdb0db5_preprocessed.png
-9.873.542.715.442.500;-30.890.312.475.672.000;Moderate;ae61b6385750_preprocessed.png
0.5466969186732595;-2.971.546.192.840.990;Proliferative;af12ccf257d3_preprocessed.png
0.5466969186730453;-2.971.546.192.841.130;Proliferative;af1b40174e18_preprocessed.png
5.154.288.518.982.590;-0.5373155060165593;Severe;af1d9213ef42_preprocessed.png
26.892.762.616.862.300;-0.6315071353300494;Normal;af79af943ec6_preprocessed.png
-9.873.542.715.442.450;-3.089.031.247.567.330;Moderate;af894868d352_preprocessed.png
2.689.276.261.686.630;-0.6315071353300739;Normal;af8c79d4a864_preprocessed.png
-9.873.542.715.442.340;-30.890.312.475.675.900;Moderate;af9d45e2f834_preprocessed.png
-3.598.519.965.733.600;1.736.126.046.501.840;Mild;afb77c0d5ca3_preprocessed.png
0.5466969186733143;-29.715.461.928.410.500;Proliferative;afb7907b77d9_preprocessed.png
268.927.626.168.625;-0.6315071353301618;Normal;afc9e5eb7158_preprocessed.png
2.689.276.261.686.500;-0.6315071353300369;Normal;afe3ed0f5671_preprocessed.png
-9.873.542.715.442.510;-3.089.031.247.567.340;Moderate;afe657fa2f7d_preprocessed.png
51.542.885.189.826.500;-0.5373155060165824;Severe;b00235fc4967_preprocessed.png
2.689.276.261.686.540;-0.6315071353299864;Normal;b01de692186b_preprocessed.png
26.892.762.616.866.300;-0.6315071353305002;Normal;b042fdb1e1a1_preprocessed.png
-9.873.542.715.442.240;-30.890.312.475.673.300;Moderate;b0767b7577e4_preprocessed.png
-0.45462185202332916;8.364.876.664.844.150;Mild;b081fecd7600_preprocessed.png
-9.873.542.715.442.730;-30.890.312.475.672.900;Moderate;b09e9ba256f7_preprocessed.png
0.5466969186732005;-2.971.546.192.840.900;Proliferative;b0ac3ccbfb36_preprocessed.png
-3.598.519.965.733.070;17.361.260.465.018.200;Mild;b0b0d564e6c6_preprocessed.png
-9.873.542.715.442.610;-30.890.312.475.671.400;Moderate;b0c55927f712_preprocessed.png
268.927.626.168.669;-0.631507135330291;Normal;b0d2c5ac27ed_preprocessed.png
-35.985.199.657.335.800;17.361.260.465.018.300;Mild;b0fc3ca722ba_preprocessed.png
26.892.762.616.869.900;-0.6315071353302744;Normal;b16787f65d49_preprocessed.png
-9.873.542.715.443.200;-30.890.312.475.673.100;Moderate;b17545486692_preprocessed.png
0.5466969186730846;-2.971.546.192.840.910;Proliferative;b1ea863519a7_preprocessed.png
-9.873.542.715.442.480;-30.890.312.475.672.100;Moderate;b1f69a5b75d4_preprocessed.png
-9.873.542.715.442.300;-30.890.312.475.672.900;Moderate;b1fe958f25d1_preprocessed.png
-9.873.542.715.442.120;-3.089.031.247.567.270;Moderate;b214c2228c53_preprocessed.png
-9.873.542.715.442.210;-30.890.312.475.673.300;Moderate;b21c1ff1bb64_preprocessed.png
26.892.762.616.861.200;-0.6315071353301671;Normal;b22d649a343a_preprocessed.png
5.154.288.518.982.810;-0.5373155060164098;Severe;b243620b82aa_preprocessed.png
2.689.276.261.686.260;-0.6315071353300189;Normal;b26d1ec8c81a_preprocessed.png
26.892.762.616.866.800;-0.6315071353300693;Normal;b27b5b53e383_preprocessed.png
26.892.762.616.860.900;-0.6315071353299972;Normal;b28619c58d35_preprocessed.png
33.055.293.260.105.500;-0.607959228001743;Normal;b29bd35acaf6_preprocessed.png
26.892.762.616.863.000;-0.6315071353301702;Normal;b31e601ffdc7_preprocessed.png
26.892.762.616.864.300;-0.631507135330055;Normal;b3aaa2cd3308_preprocessed.png
-9.873.542.715.442.490;-3.089.031.247.567.210;Moderate;b3db392f5ee8_preprocessed.png
26.892.762.616.861;-0.6315071353299768;Normal;b40863d24767_preprocessed.png
26.892.762.616.860.300;-0.631507135330335;Normal;b430b6148d0b_preprocessed.png
-35.985.199.657.333.700;17.361.260.465.018.300;Mild;b4316f572eaa_preprocessed.png
-4.848.415.124.591.040;-2.106.021.602.672.350;Moderate;b436e2bfeabe_preprocessed.png
2.689.276.261.686.700;-0.631507135330041;Normal;b48785a5f763_preprocessed.png
2.689.276.261.686.090;-0.6315071353300175;Normal;b4aa74fa7811_preprocessed.png
2.689.276.261.686.680;-0.6315071353301436;Normal;b4f238551dfe_preprocessed.png
26.892.762.616.866.800;-0.6315071353301294;Normal;b4f43e48009a_preprocessed.png
26.892.762.616.863.400;-0.6315071353299708;Normal;b501a5bdd0cc_preprocessed.png
-987.354.271.544.232;-308.903.124.756.745;Moderate;b510ee1cfc21_preprocessed.png
-35.985.199.657.332.000;1.736.126.046.501.860;Mild;b5190b4f1d59_preprocessed.png
26.892.762.616.862.900;-0.6315071353300747;Normal;b59604582a69_preprocessed.png
-9.873.542.715.442.540;-3.089.031.247.567.340;Moderate;b5967c4f8545_preprocessed.png
26.892.762.616.862.200;-0.6315071353300539;Normal;b5a43f4f66b6_preprocessed.png
26.892.762.616.862.700;-0.6315071353304087;Normal;b5c4cae30f91_preprocessed.png
-9.873.542.715.442.820;-3.089.031.247.567.360;Moderate;b5d91947038f_preprocessed.png
2.689.276.261.686.670;-0.6315071353299291;Normal;b5dfdc8b2b87_preprocessed.png
-98.735.427.154.421;-3.089.031.247.567.330;Moderate;b5ef4a1296d4_preprocessed.png
-9.873.542.715.442.300;-30.890.312.475.670.400;Moderate;b6017bf3847d_preprocessed.png
2.689.276.261.686.400;-0.6315071353300756;Normal;b62254c29af8_preprocessed.png
2.689.276.261.686.660;-0.6315071353303314;Normal;b6937fc5672f_preprocessed.png
26.892.762.616.863.900;-0.6315071353299762;Normal;b6a4d7da60a7_preprocessed.png
-0.4546218520232128;8.364.876.664.844.250;Mild;b6cf540b6935_preprocessed.png
-9.873.542.715.443.010;-3.089.031.247.567.500;Moderate;b6e7ae30e458_preprocessed.png
2.689.276.261.686.740;-0.6315071353301351;Normal;b70b29ad9e23_preprocessed.png
26.892.762.616.866.800;-0.6315071353301551;Normal;b75dedf39e2a_preprocessed.png
-9.873.542.715.442.180;-30.890.312.475.673.800;Moderate;b78412d404fc_preprocessed.png
-9.873.542.715.442.510;-30.890.312.475.673.100;Moderate;b7950b4753f9_preprocessed.png
-9.873.542.715.442.510;-30.890.312.475.673.100;Moderate;b79bc424675f_preprocessed.png
-9.873.542.715.442.480;-30.890.312.475.674.100;Moderate;b7b9839a025b_preprocessed.png
26.892.762.616.868.000;-0.6315071353301462;Normal;b7c8cd2a6b2c_preprocessed.png
2.689.276.261.686.850;-0.6315071353301418;Normal;b7d617607c6e_preprocessed.png
-35.985.199.657.329.600;17.361.260.465.018.200;Mild;b807f431700b_preprocessed.png
26.892.762.616.867.900;-0.6315071353300654;Normal;b82e6271eaa5_preprocessed.png
-4.663.422.898.384.650;-30.302.887.202.041.300;Proliferative;b856313783fb_preprocessed.png
26.892.762.616.866.000;-0.6315071353299904;Normal;b876a85c43f9_preprocessed.png
-9.873.542.715.442.520;-30.890.312.475.672.100;Moderate;b8b36543507f_preprocessed.png
26.892.762.616.865.600;-0.6315071353300343;Normal;b8c5029576f7_preprocessed.png
26.892.762.616.862.900;-0.6315071353300974;Normal;b8e0fb561c0c_preprocessed.png
0.5466969186735549;-29.715.461.928.410.000;Proliferative;b8fe9bf02740_preprocessed.png
-987.354.271.544.258;-30.890.312.475.670.800;Moderate;b90a9ac76003_preprocessed.png
-9.873.542.715.442.910;-30.890.312.475.672.600;Moderate;b9195b82342b_preprocessed.png
268.927.626.168.637;-0.6315071353299873;Normal;b92c3f9c4f1a_preprocessed.png
2.689.276.261.686.500;-0.6315071353300508;Normal;b93f6b61c889_preprocessed.png
26.892.762.616.861.700;-0.6315071353303807;Normal;b9896cdaa409_preprocessed.png
-9.873.542.715.442.050;-30.890.312.475.672.700;Moderate;b9a598e33aa9_preprocessed.png
26.892.762.616.863.500;-0.6315071353299597;Normal;b9d2e411d7a5_preprocessed.png
-9.873.542.715.442.410;-308.903.124.756.722;Moderate;b9ee6ecab720_preprocessed.png
26.892.762.616.860.700;-0.6315071353299362;Normal;b9f4fa36c061_preprocessed.png
-987.354.271.544.227;-3.089.031.247.567.310;Moderate;ba1ad5bac85c_preprocessed.png
26.892.762.616.865.300;-0.6315071353299793;Normal;ba1c620284fa_preprocessed.png
26.892.762.616.867.700;-0.6315071353301489;Normal;ba2fc27e7f12_preprocessed.png
26.892.762.616.865.100;-0.6315071353301311;Normal;ba482933d0e3_preprocessed.png
0.5466969186731387;-29.715.461.928.410.200;Proliferative;ba8e74535796_preprocessed.png
-35.921.332.268.778.700;-18.602.691.914.486.300;Normal;ba9dbc90fdf1_preprocessed.png
-9.873.542.715.442.640;-3.089.031.247.567.150;Moderate;bab03e16c029_preprocessed.png
-35.985.199.657.325.100;17.361.260.465.018.200;Mild;badf9d11fe77_preprocessed.png
0.5466969186732518;-29.715.461.928.409.200;Proliferative;bae2e0f0943e_preprocessed.png
2.689.276.261.686.650;-0.6315071353302404;Normal;baf2f593243e_preprocessed.png
26.892.762.616.864.100;-0.6315071353302346;Normal;bafc8f7940f0_preprocessed.png
-9.873.542.715.442.120;-3.089.031.247.567.290;Moderate;bb0f83e7224f_preprocessed.png
-9.873.542.715.442.810;-3.089.031.247.567.160;Moderate;bb25b28d11c4_preprocessed.png
-9.873.542.715.442.790;-30.890.312.475.671.900;Moderate;bb4a8b80b7ee_preprocessed.png
-9.873.542.715.442.340;-30.890.312.475.671.600;Moderate;bb53d6785e8a_preprocessed.png
2.689.276.261.686.650;-0.6315071353301547;Normal;bbc58fd26e9d_preprocessed.png
-3.592.133.226.878.010;-18.602.691.914.486.700;Moderate;bc0a50485c85_preprocessed.png
0.5466969186732034;-29.715.461.928.410.400;Proliferative;bc2a4b1c45b0_preprocessed.png
2.689.276.261.686.560;-0.6315071353299866;Normal;bc7419fa4437_preprocessed.png
26.892.762.616.867.800;-0.6315071353300497;Normal;bc8d12d09cf0_preprocessed.png
26.892.762.616.862.100;-0.6315071353300457;Normal;bc9d8ac89c82_preprocessed.png
0.5466969186730927;-29.715.461.928.410.000;Proliferative;bca38b014cdd_preprocessed.png
-9.873.542.715.442.680;-30.890.312.475.672.300;Moderate;bccb2c2c4216_preprocessed.png
2.689.276.261.686.880;-0.6315071353301824;Normal;bd027726e13b_preprocessed.png
-9.873.542.715.442.430;-3.089.031.247.567.300;Moderate;bd3bd6aac8e2_preprocessed.png
26.892.762.616.863.600;-0.6315071353299884;Normal;bda2d5ca6f7c_preprocessed.png
0.5466969186731482;-29.715.461.928.410.600;Proliferative;bde27560a3b8_preprocessed.png
0.5466969186730251;-29.715.461.928.409.300;Proliferative;be110f3aad85_preprocessed.png
-359.851.996.573.272;1.736.126.046.501.820;Mild;be640164686b_preprocessed.png
2.689.276.261.686.500;-0.6315071353299846;Normal;be644233f515_preprocessed.png
2.689.276.261.686.520;-0.6315071353300716;Normal;be6eaf53228f_preprocessed.png
-35.921.332.268.775.800;-18.602.691.914.486.300;Moderate;be71e340dbaa_preprocessed.png
0.5466969186731359;-29.715.461.928.410.300;Proliferative;be99a17d1158_preprocessed.png
-3.598.519.965.732.960;1.736.126.046.501.830;Mild;becb5885318b_preprocessed.png
-9.873.542.715.442.410;-3.089.031.247.567.130;Moderate;beda8915324d_preprocessed.png
2.689.276.261.686.920;-0.6315071353301569;Normal;bee2621d5a8e_preprocessed.png
-9.873.542.715.442.760;-30.890.312.475.674.100;Moderate;bef30368d78d_preprocessed.png
2.689.276.261.686.240;-0.6315071353300534;Normal;bf0a40de1790_preprocessed.png
2.689.276.261.686.390;-0.6315071353300568;Normal;bf441174ad79_preprocessed.png
0.546696918673284;-2.971.546.192.840.910;Proliferative;bf599a93ca9b_preprocessed.png
-3.598.519.965.732.670;173.612.604.650.183;Mild;bf94a80a5ce1_preprocessed.png
-9.873.542.715.442.720;-30.890.312.475.672.600;Moderate;bfd3dcc96967_preprocessed.png
2.689.276.261.686.490;-0.6315071353300343;Normal;bfeaf538c6ca_preprocessed.png
-9.873.542.715.442.200;-3.089.031.247.567.490;Moderate;c03b523cfb2d_preprocessed.png
-9.873.542.715.442.560;-3.089.031.247.567.110;Moderate;c03c647fde23_preprocessed.png
-9.873.542.715.442.960;-30.890.312.475.668.800;Moderate;c04f7d5ac56e_preprocessed.png
268.927.626.168.623;-0.6315071353301169;Normal;c064277b8cc6_preprocessed.png
-9.873.542.715.442.420;-30.890.312.475.672.000;Moderate;c0b5445db374_preprocessed.png
-9.873.542.715.442.380;-3.089.031.247.567.270;Moderate;c0cb34b0f29f_preprocessed.png
-6.736.031.340.587.620;7.136.114.608.725.510;Moderate;c0f1ea4d0215_preprocessed.png
2.689.276.261.686.430;-0.6315071353300921;Normal;c0f6ebbff5dd_preprocessed.png
51.542.885.189.823.900;-0.537315506016319;Severe;c0f949e900cc_preprocessed.png
26.892.762.616.863.300;-0.6315071353301405;Normal;c11b3794d4e9_preprocessed.png
-3.592.133.226.877.950;-18.602.691.914.486.400;Moderate;c13e52ea958e_preprocessed.png
-987.354.271.544.249;-3.089.031.247.567.210;Moderate;c16e200bb026_preprocessed.png
-9.873.542.715.442.540;-30.890.312.475.670.600;Moderate;c18a0972d652_preprocessed.png
2.689.276.261.686.710;-0.6315071353301982;Normal;c19b684d1f54_preprocessed.png
2.689.276.261.686.790;-0.6315071353302857;Normal;c19e4d3f6e92_preprocessed.png
26.892.762.616.864.100;-0.6315071353300192;Normal;c1a060f49e24_preprocessed.png
-987.354.271.544.188;-30.890.312.475.673.700;Moderate;c1b6188f46c9_preprocessed.png
-987.354.271.544.239;-30.890.312.475.674.600;Moderate;c1ddef7c2411_preprocessed.png
0.5466969186731139;-29.715.461.928.410.900;Proliferative;c1df61ca9c16_preprocessed.png
0.5466969186733248;-29.715.461.928.410.200;Proliferative;c1f4bc49a4c5_preprocessed.png
-0.45462185202340716;8.364.876.664.844.160;Mild;c1f5f01d7615_preprocessed.png
2.689.276.261.686.470;-0.631507135330047;Normal;c23ba42c5251_preprocessed.png
5.154.288.518.982.940;-0.5373155060167787;Severe;c275d57d4cf9_preprocessed.png
-0.4546218520231806;8.364.876.664.844.270;Mild;c2ab32a760b6_preprocessed.png
2.689.276.261.687.010;-0.6315071353300694;Normal;c2fa7e44f4bd_preprocessed.png
2.689.276.261.686.490;-0.6315071353301904;Normal;c320df3fe094_preprocessed.png
26.892.762.616.866.800;-0.6315071353299158;Normal;c3214eb3f870_preprocessed.png
-9.873.542.715.442.250;-3.089.031.247.567.330;Moderate;c346339ff00f_preprocessed.png
26.892.762.616.866.000;-0.631507135330065;Normal;c370a38c855e_preprocessed.png
-9.873.542.715.442.700;-30.890.312.475.672.500;Moderate;c38bfcb69bac_preprocessed.png
26.892.762.616.861.700;-0.6315071353300055;Normal;c39399ebd841_preprocessed.png
0.5466969186731341;-2.971.546.192.841.080;Proliferative;c39c40be80e9_preprocessed.png
26.892.762.616.861.400;-0.6315071353301058;Normal;c39d7fde814c_preprocessed.png
-35.985.199.657.332.000;1.736.126.046.501.820;Mild;c3e13501e198_preprocessed.png
26.892.762.616.866.500;-0.6315071353300388;Normal;c3e311d899ed_preprocessed.png
5.154.288.518.982.270;-0.5373155060165975;Severe;c3fea3498883_preprocessed.png
268.927.626.168.658;-0.6315071353298163;Normal;c423a0b222de_preprocessed.png
0.5466969186735866;-297.154.619.284.104;Proliferative;c434df57e02b_preprocessed.png
-9.873.542.715.442.420;-30.890.312.475.673.300;Moderate;c43d6133ca37_preprocessed.png
-0.454621852023563;8.364.876.664.844.140;Mild;c475aefa6255_preprocessed.png
-9.873.542.715.442.560;-3.089.031.247.567.470;Moderate;c47fe8e08b85_preprocessed.png
2.689.276.261.686.420;-0.6315071353301196;Normal;c49c47887520_preprocessed.png
-9.873.542.715.442.710;-3.089.031.247.567.170;Moderate;c4a81ee6362b_preprocessed.png
0.5466969186732356;-2.971.546.192.840.980;Proliferative;c4cfcc09fdf1_preprocessed.png
0.5466969186733779;-29.715.461.928.408.700;Proliferative;c537a3ca84b1_preprocessed.png
26.892.762.616.864;-0.6315071353300832;Normal;c54f83a2d026_preprocessed.png
-9.873.542.715.442.690;-3.089.031.247.567.380;Moderate;c56dff0321fa_preprocessed.png
0.546696918673478;-2.971.546.192.840.880;Proliferative;c56f9d5ae96e_preprocessed.png
0.7778842766247799;8.411.972.479.500.920;Severe;c57e87ac7d8b_preprocessed.png
2.689.276.261.686.370;-0.6315071353300339;Normal;c57f8905dc76_preprocessed.png
26.892.762.616.862.700;-0.6315071353298993;Normal;c582e76be4a6_preprocessed.png
-9.873.542.715.442.290;-30.890.312.475.676.200;Moderate;c59e7e8eeeb5_preprocessed.png
51.542.885.189.826.000;-0.5373155060163941;Severe;c5b9376b1031_preprocessed.png
-9.873.542.715.442.440;-308.903.124.756.739;Moderate;c5b9a7917858_preprocessed.png
26.892.762.616.865.900;-0.6315071353302129;Normal;c5c5c97d4404_preprocessed.png
26.892.762.616.868.700;-0.6315071353302475;Normal;c5e5fb775899_preprocessed.png
26.892.762.616.864.900;-0.6315071353301467;Normal;c5f88666d031_preprocessed.png
-9.873.542.715.442.390;-3.089.031.247.567.470;Moderate;c5ff8e81f094_preprocessed.png
26.892.762.616.865.100;-0.6315071353300743;Normal;c61d374afa32_preprocessed.png
